央视,#genre#
CCTV11,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226442/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV12,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225771/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV12,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV12,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226439/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV13,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225865/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV13,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226041/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV13,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226445/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV14,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225974/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV14,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226130/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV14,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV15,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225868/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV15,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225971/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV15,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226448/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV16,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225871/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV16,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV16,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226255/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV17,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225706/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV17,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV17,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225909/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV17,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226252/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CCTV17,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226323/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
重温经典,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226427/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225774/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225957/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226258/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN纪录,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225777/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN纪录,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN阿拉伯语,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226211/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN俄语,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226214/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN法语,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226023/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
CGTN西班牙语,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226026/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
卫视4K,#genre#
北京卫视4K,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226499/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
深圳卫视4K,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226321/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
广东卫视4K,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
卫视,#genre#
北京卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225856/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
北京卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221225977/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
北京卫视,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226436/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
北京纪实科教,http://sxydajtvlive.sx.chinamobile.com/PLTV/88888888/224/3221226430/1.m3u8?icpid=88888888&from=1&hms_devid=&vqe=3
